id,0,1,2
967,RT mynameutty 160722 Artificial love  백현 focus Addicted w his body wave and the hip trust  httpstcotPx6wNkszm,😑 😍,4
968,RT Anti_FuckNiggas No Lie I Love My Boyfriend  He Always There When I Need Him The Most,😑,0
971,HappyBirthdayDanielRadcliffe httpstco,😑,0
972,Fuck yess httpstcojQSih9TEf7,😑,0
973,RT Iunacy i cant wait to find someone wholl love me just as much as ill love them because its tiring loving someone who doesnt feel,😑,0
974,Love  Trust  Honesty  Long Lasting Relationship,😑,0
975,RT simplynessa15 Relationship goal find someone who will love me like Calvin loves LOHANTHONY,😑,0
977,BrainlessMuzzos ofcourse I love Atatürk He saved our lives When english and Avustralian people came anatolia he said Independence or death,😑,0
978,RT pattiemallette Empathy first Love is more important than being right Shame doesnt help anyone LoveWins,😑,0
979,RT Suriya_offl Thank you lovely people for the messages prayerswelfare activitiesblood donations making the day so special Love yo,😑,0
980,niggas love you but entertain hoes,😑,0
981,RT Calvinn_Hobbes Young love httpstcoMLV9dxdZDt,😑,0
982,sumermarix HAPPY BIRTHDAY LOVE AND MISS YOU,😑,0
989,360,😑  ️,0
991, Akinnj sdcc2016 Raciallotion httpstco2uIFzm7qcZ,😑,0
992,RT mfabian45 Happy 18th birthday to my lil flower  youre a great singer I love you httpstcolPwLXTlRje,😑 😂 😍,8
993,RT omgeeangie_ CitlaliMancilla thanks sissy so much love 4 u beautiful,😭 😑,-4
994,How one journalist found her voice her calling and love in Tahrir Square  httpstcoHmQ8Td039H httpstcoDuGp0xg1Rr,😑,0
995,aljvecth michael must love Calums cheeks,😑,0
997,RT Mister_Patama Love isnt supposed to be easy it is supposed to be worth it,😑,0
998,RT yesitsDebbie And well build this love from the ground up,😑,0
1000,RT etlLauren Great job pinch_of_curry I love the ideas you have for 1042 You make me a proud mentor  httpstcotZqxQ5ryyG,😑,0
1001,RT rvirgo9 sofitindia TheJohnAbraham DishoomWithSOFIT I love to drink SOFIT anytime anywhere  httpstco0wNPjSd1zf,😑  😊,3
1005,Hint Same answer for both questions httpstcoEGMfNr,😑,0
1007,RT bonesssx Love how happy MrRickyWhittle looks  SDCC AmericanGods httpstcoixxMhEfXQS,😑,0
1008,baeeee I love your goofy ass omg  but you wont Twitter beef with me like why ForeignLucciani,😘 😑  😂 😥,7
1009,NiallOfficial FOLLOW ME NIALL  I LOVE YOU,😑,0
1012,I still love yall man I be grinding,😑,0
1013,I LOVE MY FRIENDS,😑,0
1014,RT Gennbunn_ were not broken just bent and we can learn to love again,😑,0
1015,euniceyzy people that maggots love so that those maggots can decompose their bones,😑,0
1019,RT _dnaloR I want somebody I can fall in love with,😑,0
1020,RT dkennedy13 I cannot relate  httpstcotxOLWU9cTq,😑,0
1021,I love my friends,😑,0
1023,Love my team so so much httpstcoTh3qrQUOIf,😑 ️,0
1025,How can ppl fall in love again,😑,0
1026,RT lustrelux What kind of sorcery is this  httpstco5ePmVvQNtN,😭 😑 😩,-6
1027,Fuck me if it wasnt my my family But thats how it goes I love my family they hate me now and wont sign,😑,0
1028,I always love to search for old Romance and Horror books The cheesy subject matter make me love httpstcoekfUxM6oJE,😑,0
1029,RT WeNeedFeminlsm I LOVE THIS httpstcoxLaj9QV9HI,😑,0
1030,RT ArianaGrande thank you babes for remembering this day and for all of your love my grandps presence has never felt stronger hes gui,😑,0
1031,What I love wearing whenever Im around with my darkimoo he blushes DaddyDarkimoo_ httpstcoCOYc6AVPxc,😑,0
1032,RT xhaneysarafinax i find it sad when others dont realize how much i love them,😑,0
1033,brettmarr2 MeganItRain_10 Im just trying to throw my friend some love httpstcouuifPr7T3b,😑,0
1034,RT NewYorker Alma Thomas didnt change art history but she gave it a twist that merits attention and something very like love httpst,😑,0
1041,ego 1 vs love 0,😑,0
1042,RT exoytcomments I love baekhyun even though hes a furry we can be Furries together furry love,😑,0
1043,I love him so much He just wants his family to be successful and happy Theres so much pressure on his shoulders and he loves producing,😑,0
1044,I love how when pearl says its over isnt it that it can be interpreted as her allowing herself to come to this realization or her,😑,0
1045,DeebikaMaali ashish30sharma Love does not end if the heart beats honestly,😑,0
1046,RT _Madelynlopez Happy birthday to my fav  I love you so much  selenagomez httpstcokHC4rkGjoM,😑,0
1047,love RADWIMPS笑,😑,0
1048,polarizdun same here  cause i mean youre nice and i love you,😑,0
1049,RT uItsyoongi This is a lie she has not slept in almost 24 hours httpstcos2G6a8mxR1,😑,0
1050,That was the worst call Id ever gotten in life but I was there at every step It wasnt the prettiest picture but love conquers all,😑,0
1051,RT laineyyyy__ if white people could just love black people just as much as they love our culture amp ideas,😑,0
1052,My girl crazy as fuck I love her,😑,0
1054,I LOVE DRAWFEE SO MUCH httpstcoKEUoxX1nfi,😑,0
1057,6YearsOfOneDirection httpstcokXa9a087Un,😑 😊,3
1059,Nailed it httpstcob0Ht5JH0pL,😑,0
1060,random appreciation post to my best friend through it allhonestly dont know what Id do wo youlove you so much httpstcoYy0H8gLVVE,😑 ️,0
1061,RT Saying4Female love them httpstcosmHqYckOaL,😑,0
1062,Samanthaprabhu2            i love u samantha8amp,😑,0
1063,guys I fucking love Alivia I just Im emo AliviaIslas ilysm lil sis,😑,0
1064,Love meeting new people,😑,0
1065,I would but I dont want to get involved  I love staying out the way  Minding my business  All about me,😑,0
1067,o ha i love death 1028390 httpstcozLAG29tCCH,😑,0
1068,I love you  Lehigh University httpstcoU9nfmOpv6D,😑,0
1069,ILL FIGHT FOR MY LOVE httpstcoWZfvrr4wMp,😑,0
1070,By the way your little hair flicks are killing me I LOVE your short hair LanaParrilla,😑  ️,0
1071,RT radastrology our Signs kind of Love httpstco7RUqg9i2EV,😑,0
1075,ValerianMovie Caradelevingne https,😑 🤗,4
1078,httpstcoi5ephwJuex httpstcoBqehefZL9K,😑,0
1079,Just binge watched the entire first season of Limitless I loved the movie and I fell in love with the show Needs a second season Or more,😑,0
1080,RT gelwizzle as long as I live httpstco79IadwV3CE,😑,0
1081,Love fades,😑,0
1082,I love Billy Currington so much httpstcoWJUhpb9joh,😑,0
1083,IALMSOT CRIED FUCKNOFF httpstcoqx65BwUDAi,😑,0
1089,our home 6YearsOfOneDirection httpst,😑,0
1090,Happy birthday butters I hope you spark it up for me love ya  amp miss ya sweetie pie have a great day httpstco5FPidsjjJc,😑,0
1091,KerryKatona7 _DanielleBrown Champagnecharl3 mayazaremba omg hahahaha love u fucking more now lets just fucking date hahaha xxx,😑,0
1093,RT Shilaamzah Im honestly lucky to have a bff n love ones that knows me better than anybody else n has went through hell amp back with me,😑,0
1094,RT _badg4lririh Fool In Love MTVHottest Rihanna,😑,0
1096,RT deprive Teach the youth to love at a young age and save the world,😑,0
1100,2 Keep your morals consistent,😑,0
1103,kyungsoo httpstcoMLjExNX5LL,😑,0
1107,httpstco9isUp59WvK,😑,0
1109,me sees baekhyuns httpstcoOo99MXuuhO,😑,0
1110,when Im in love youll know,😑,0
1111,RT ThirtySecComedy I love the Internet  httpstcoQdtzTXNl3w,😑 😂,4
1112,Woke to this tune Kojo lilkeshofficial  Prod by youngjonn Love this SongMr Me Yagi did httpstcoIEyYJjSRmC,😑,0
1113,RT IfrahBasheer happy birthday to the sweetest girl I know Haylee_wilson_  thanks for the late night froyo runs and early morning CF,😑 ️,0
1115, JRene86 dulcemaria Raciallotion httpstcokMG2oQRhWC,😑,0
1116,i lOVE THEM SO MUCH httpstcoX1jLt6mfrP,😑,0
1117,peace love tj hammond,😑,0
1118,Happy birthday to this savage love you mom httpstcoHgKuG1ccXT,😑 ️,0
1119,RT music_you2016 Ellie Goulding  Love Me Like You Do Official Video httpstcouLqfn8ybbN 洋楽,😑,0
1120,6YearsOfOneDirection very proud of you four boys we dont deserve all the love you give us but you deserve the world even the band ty,😑,0
1122,Love her sm and gonna miss her sm hopefully you smile when you see this in the morning when u wake up love you  httpstco7vw54kVIN5,😑 ️,0
1123,RT ThingsDrakeDo when you tell everyone the story of how you fell in love with your girl she be looking like httpstco09GhIk3X0A,😑,0
1124,RT DogsareLoyal1s N1K0LAK1 ChristophHeer52 realDonaldTrump I as an American would love to go 1 Day without hearing about that God Da,😑,0
1126,6YearsOfOneDirection httpstco2TaYSxJRaY,😭 😑,-4
1128,RT seludotcom SOMEONE MADE A COMPILATION OF EXO HUMPING ON CANES DURING ARTIFICIAL LOVE IM SHOOKED  httpstcoeGxOkIISHd,😑,0
1129,onedirection I love you guys so much Youve beenyou are and you will be the best part of all my lifeThank you for this incredible 6years,😑,0
1131,RT CatchMyCuisine 7 My first love  Macaroni amp Cheese  httpstcoVSpKLWIA3u,😑,0
1132,_kaiithleeen but my first love junho omg,😑,0
1135,MTVHottest Ariana Grande httpstcoKgsBc,😑,0
1136,RT zaynmalik I love the fact I grew up wanting a brother and now I have four love u boys man,😑,0
1137,RT RealDom__ Well I love you,😑,0
1138,Maybe this fighting will help both of them get far in the game cause theyll focus on only the game especially Z httpstcoh4z3CVU8A3,😑,0
1139,RT Joeytyp TheaSharnieza  love u httpstcoR8BKxFHYS0,😑,0
1140,I love the world but mostly just memes,😑,0
1142,i love it,😑,0
1143,When you know that guys couldnt came backonedirection Real_Liam_Payne 6yearsof1D  httpstcoh5XtZYh3BO,😑 😩,-2
1144,You know why i love mama so much  MamaPakaiHeels httpstcowYWAERR0sx,😑,0
1145,RT RedBone9922 I love babys,😑 😍,4
1146,aw thankyou i love your handwriting sm omg httpstcoYjo7xGVbGK,😑,0
1147,I know a lot of people dont like this girl but I love this picture its super cute and pretty httpstcoURdTgUwihO,😑,0
1148,RT MollyBracken Love how laura__lily styled her mollybracken top  fashionista summerstyle ootd summer fashion style httpst,😋 😑,4
1149,RT fairywiak the type of love I want httpstco715EcdOZT8,😑,0
1150,RT SensuaIPix If you find a girl that is willing to go through hell just to keep the relationship going you really shouldnt take her lov,😑,0
1152,_chris2135 love you to mijo,😑,0
1156,A because theyre immature and still wanna have fun the,😑,0
1158,RT FactsAboutBoys Fall in love with someone who deserves your heart Not someone who plays with it,😑,0
1159,EmilyHuntHood LoganDactyl i LOVE IT,😑,0
1164,6YearsOfOneDirection httpst,😑,0
1165,If they come back or not Im still going to love them till the very end they will always be together in my heart  6YearsOfOneDirection,😑,0
1166,Sometime  This Is Love Feels Alright by Camera Obscura  httpstco6DvC3hWAr5,😑,0
1175,6YearsOfOneDirection https,😑,0
1177,Goodnight mikeybarone I love you so much Pls read my DMS,😑 ️,0
1178,Mani love green apples,😋 😑,4
1179,mainedcm love u meng,😑,0
1180,RT SQNewsUpdates Emma would love to go back to AHS and do a few episodes ScreamQueens SDCC2016,😑,0
1181,RT clarehutcheson I sorta hope I find a guy that I fall so madly in love with that he changes my mind on not wanting kids,😑,0
1182,RT Harry_Styles Happy Birthday to you All the love,😑,0
1183,My companions make my heart strong If Im fighting for those I love I care not what happens to this body erza scarlet fairy tail,😑,0
1184,RT CassidiMalloy I just need a blunt and my love,😑 ️,0
1187,Happy10thMonths CHARDGEL,😑,0
1188,RT femalemula7 I love laughing man Lmaooo,😑,0
1189,yamigautam I love you so much my dear,😑,0
1190,can you believe sunggu and myunghan took a selfie together they knew id be seeing it I love my men,😑,0
1191,me literally  httpstcoU0pxpPUlej,😑,0
1192,Baby I am coming home  I love you httpstcowbYOakwblk,😑,0
1193,Samanthaprabhu2            i love u samantha74amp,😑,0
1195,Well done Guys good work  httpstcomyaJWuOv6I,😑,0
1196,Im so in love with my boyfriend that I find myself saying things to him i thought Id never ever ever say,😑,0
1197,I have to say that these 6 years have  been incredibleLove you guys Im so proud of what youd accomplished  onedirection  6yearsof1D,😑,0
1200,httpstcokCpKIKw4yM,😑,0
1201,RT SocialMediaTodd Well At least its not page 3  Im in The Sun with spaghetti_jo TwitterLove Love httpstcolxcpdplvRQ,😑 😂,4
1202,DariusLavon on Periscope falling n love with Jesus  httpstcoBjbiusUtTQ,😑,0
1203,RT ItsLaQueefa I wish I loved exercise as much as I love napping 3 times a day and eating 5 times the suggested serving size,😑,0
1204,My love httpstcoyZzdmpnYrv,😑,0
1205,BIG 18 HAPPY BIRTHDAY angeleswothelos Love ya lots httpstcofpne8P5LHU,😑,0
1206,I love men  like everything about them is just so attractive,😑 😩 😍,2
1207,RT brooklynbaeckha Harry_Styles Hi Harry Hope youre doing well If this gets 1k rts would you take 2 seconds out of your time amp follo,😑,0
1208,Love classic rock,😑,0
1209,MChristine_21 OK Well Thats OK i still love Him my favorite wrestler  And he still so cute and  still I love  Him Soo much,😑,0
1210,The moon is shining so bright in my room tonight I love it I can gaze at it for hours,😑,0
1211,I love using the dog filter idc,😑,0
1212,HeelMisfit Aneerinyourear Love Sosa Lmao its the intro,😑,0
1216,No words can express my love or thankfulness to these boys Its been some good times A ht,😑,0
1218,monsoonvacation morpheusvalleyresorts httpstcoHRdXE5eDiY,😑,0
1224,RT chlxmoney Happy bday kev condekevin3 thanks for everything I hope you have a good ass daylove you,😑,0
1225,i just love the burning sensation when the wasabi hit my nose it feels hella great,😑,0
1226,Love on top,😑,0
1230,nothingmorenothinglessja forever httpstcoRGfAXPXIIH,😑 ️,0
1232,How you gonna act like we dont be making love,😑,0
1233,HAPPY BIRTHDAY  to the LOML    I love you httpstcop4NnWHUMuV,😑 ️,0
1234,ok I think im in love w Thomas Rhett,😑,0
1235,I love kyoharu to death but moriharu is another weakness of mine,😑,0
1236,Mike Its what I love to do Its never going to be a waste of my time,😑,0
1238,I LOVE 1D AND EVERY DIRECTIONERS YOU ARE MY FAMILY AND HOME 6YearsOfOneDirection,😑,0
1239,i love my hoes chloayyt yoitscocoaaa iKelyTweets andicakeyt httpstcoW3ZIUU53UH,😑,0
1240,RT changes People only love you when its beneficial,😑,0
1241,Tew_Chaynz  Yow dood people may say u only want money but u also have people that love your video Me and my bros are super upset ples yt,😑,0
1242,Love is a live,😑,0
1243,This man should be part of The Thirty billshortenmp Why the love affair with Carr httpstcoI6P7oapfQ8,😑,0
1244,RT ukissednanaa I love getting paid,😑 😛,1
1245,RT ellie_2294 onedirection 6 years The Best Years of Our Lives 6yearsof1D Happy anniversary boys and directioners We love you so much,😑,0
1250,UncontrollablyFond WTwoWorlds https,😑,0
1251,RT lmBren my future wife prolly at home eatin fruits layin down watching some gay dude on YouTube teach her how to do contour lol I love,😑,0
1252,N love  httpstco93sa0X4mz6,😑,0
1253,THANK YOU FOR HIS THREAD I LVOE YOU SOOOSOOOO MCUH I LVOE JONGIN ALSO I LVOE EVRYOENE THANN YPUTTT I LOVE YOU httpstcobj2Rn0ugxc,😑,0
1254,Happy birthday to my best missbryanalew Love you bihhh  httpstcodks38RELLN,😑  ️,0
1258,AmjadSabr,😑,0
1259,People be throwing the word love around so loosely,😑,0
1260,RT cookincamila I love them so much Please rt and tag them AllyBrooke FifthHarmony WorthItVMA httptcoNufrxWdEwB,😑,0
1262,RT lick_mypics Im not a hater I LOVE pretty girls like Yesss lets be pretty together,😑 😋 ☺ ️,4
1264,mfs blew dey lil chances wit me Im good now  Idaf bitch now run to somebody else dat u got love for,😑 😏,3
1265,so gorgeous I love httpstcoITnvTGFg6s,😑,0
1267,RT textures the one who seeks selfexploration and has fallen madly in love with arts and adventure httpstconX7B2Yx3RC,😑,0
1268,Dude yes  httpstcoRV9bKAwQTg,😑,0
1269,Shawtyfeels Claim her love her fuck her spoil her trust her,😑,0
1271,RT marisaxxromita stephmatheu thank you  love u more,😑 ️,0
1280,127111,😑,0
1281,RT MusicLyrics4u_ Only know you love her when you let her go  Passenger,😑,0
1282,I was just thinking about my homies bruh they hella real love them niggas man,😑,0
1283,RT GraysonDolan We just hit 1 Million Subscribers Love you guys so much Thanks for all the love and support More crazy videos coming,😑,0
1284,Happy Birthday babe Cristinnaaaaaa_  I miss and love you,😑,0
1285,RT mvsonr nixki_m love you too shorty mcshortshort,😑,0
1286,RT polarizdun I love nice people,😑,0
1287,Love love love it One to send to Sam Allardyce surely Guess youve seen this russellearnshaw amp nlevett  httpstcoslieDzDw6n,😑,0
1288,Sex Watch Brianna Love fucked deep in her hot ass   httpstcopUKVlzuBtQ,😑,0
1289,Anal gape play Who doesnt love it  Anal httpstcos2jPKmPKgs anal analgifs  httpstcoOe2C1msfMq httpstcoSzpsjEcBxL,😑,0
1291,Im literally so in love with Calum5SOS and he doesnt even know httpstco7e4ZNGMD1B,😑,0
1292,happy birthday to my bff love u lexidilla lexiparra_ httpstcogUIZf0UX4D,😑 ️,0
1294,httpstcovv4eYxK1ID httpstcoMwmo6yZoKG,😑,0
1298,pyrocynical pyrocynical hk_asian httpstcoGAtxTz4XN5 crazy girl is in love with pyrocynical,😑,0
1299,When someone elses happiness is your happiness thats is love By quoteshub httpstcoLLrqaEuf0Z via migmeHQ,😑,0
1300,RT RlHBYN I LOVE DICK DICK IS MY LIFE,😑,0
1301,RT sxlmaahmed HabibtiMoney your personality and your sense of humor I love talking to you,😑,0
1302,RT TdotSmith32 RT PalmerXOvrdosed Love dont change people do,😑,0
1303,RT JUNM1LLYEONA1RE His love and passion came in pouring like rain Strong Unwaivering And beautiful httpstcoWfb1kd2WIh,😑,0
1304,Nazaninkavari what question do you hate to answer Btw i love everything about you,😑,0
1305,Samanthaprabhu2            i love u samantha73amp,😑,0
1312,OMG especially when you have dangruff really bad like me  httpstcoiumQsEoBiZ,😑 😩,-2
1313,RT cancelIations Ill always love you,😑,0
1314,k3nzielauren thank you Kenz See you soon lots of love xxx,😑  ️,0
1315,I LOVE THE NEW SNAPCHAT STICKERS,😑,0
1316,RT DontDoItJay Happy Birthday to my main man since the age of 5 All love fool have a good one  Angel_99_23,😑  ️,0
1317,kanwarchahal Fabulous style of love httpstco5ym79i16Rw,😑,0
1318,RT childmariam lauren from 5h should totally go solo id stan her for sure shes very talented and beautiful id love to buy her music,😑,0
1319,RT _MyQueenGomez Sometimes I thought like Im very happy to love you I love you and will always love you selenagomez httpstcoI,😑,0
1320,5 I love them for being them,😑,0
1321,RT cherishbaek someone made a collage of exo dancing to artificial love IM GONE FOREVER httpstco5GbBPFOh7f,😑,0
1324,6YearsOfOneDirection httpstcoNn7JoQhyvZ,😑 ️,0
1325,BollyMention I love u admin just tumhe hi yaad kar raha tha,😑,0
1326,Fuck love Im tired of trying my heart big but it be quiet,😑,0
1327,RT LisaEdelstein This weekend cleartheshelters  thx people  amp find the future love of your life httpstco7cfmK4aDUa,😑,0
1328,Thank you for everything I love you  Louis_Tomlinson Harry_Styles Real_Liam_Payne NiallOfficial zaynmalik 1D6YearsStrong 6yearsof1D,😑,0
1330,RT NdiraJ Im truly deeply in love,😑,0
1331,RT fijilexii bae is doing a pretty good job so far  httpstcotIvRQ4LqVN,😏 😑 ️,3
1332,RT maydianaj I love getting all dolled up,😑,0
1333,Yes I love summer until I have to wear a bikini  httpstcoiq2GjcnN7z,😑,0
1335,I love this Ohlord  httpstco0iTqR34jx3,😑,0
1337,Shah_Anjie I know you love me too  So Love you My Sweet Heart Anjii,😭 😑 😢 😍,-2
1343,Srsly they all so cute  https,😑 😁 😊,2
1344,RT ThetravelVibe in love with this httpstcog78vatkGqD,😑,0
1345,yall should know that i love tyler posey candice patton and leo messi more than anything,😑,0
1346,I dont know Tswana hymns but I love them Im always like timomomo,😑,0
1347,EpicPixelSwift MAYBE ITS YOUR LOVE FOR ROSE,😑,0
1348,LOVE IS SENSORSACTIVE,😑,0
1349,Living for CW_CrazyXGF She is so weird but its hilarious I love how her thoughts are incorporated amp those musicalwhat the heck xD,😑,0
1350,RT modestproposal1 I love that the DNC thought the best way to smear Bernie was not that hes a socialist but that hes an atheist Very,😑,0
1351,RT GFuelEnergy Nonflawless GFUEL is love GFUEL is life lt3,😑,0
1352,RT Iyricsart i hate u i love u  gnash ft olivia obrien httpstcoEFF1pKDLlZ,😑,0
1353,RT exokiss88 Sehuns rap for 같이해 is amazing  I love this song  Thank you  Sehuns rap His lips moving soooo fast Love it  https,😑 😍,4
1357,I think Im allergic to perfume but I love it,😑,0
1358,I love the way my dads wife hates me youhatemecauseyouaintme,😑 😂,4
1359,RT PrayInFaith Love always protects always trusts always hopes always perseveres 1Cor 137,😑,0
1360,I love you  httpstcoqj12qL9Sip,😑,0
1362,the_mqp I love u,😘 😑,4
1363,RT stayinmycorner Elvis Presley  Cant Help Falling In Love httpstcoouFhNY3KPP,😑,0
1364,RT txicabs goodnight i love my boys so much  httpstcoPqg61kWhAM,😑,0
1365,HCGSHOW I love it,😑,0
1369,The BGM tho  httpstcovBfLjYtLVT,😑 😂,4
1371,fayak_m I love you so much thank you,😭 😑 ️,-4
1372,accurate af  Im cool with it tho httpstcorfAPua4tKW,😑 😂,4
1373,WHY ARE YOU THIS SWEET TO ME I DONT DESERVE IT httpstcoMI58eKDrnH,😑,0
1374,RT davidguetta We are one world we are one love coming to you from across the planet tomorrowland NOW httpstcog7XT9ixW3M https,😑,0
1376,But I love this guy also sparcky jackrussell jackrussellterrier jackrussellsofinstagram httpstco5it4AtsHkW,😑,0
1377,RT _marleyboyy Hate working but I love dat check,😑,0
1378,Love it httpstcoiHqKt4CcIN,😑,0
1379,Happy birthday baby love you sm have a good one hang soon pls NiniGonzalez23 httpstcoQhPnkQt4o0,😑,0
1380,RT evelyzzzle I promise to love you amp obey,😑,0
1381,lijeeby thanks Libby love you lots,😘 😑 😊,7
1383,RT itsstasiebeer GEORGE i swear u know how to make a girl feel extra special on da bday ur my 1st bb bb ever thank u love u  https,😑,0
1384,Penelope Cruz Spreads the Love With Audrey Hepburn amp John Lennon httpstco6p5Oixe1Iu via YouTube,😑,0
1385,And I hate how much I love you girl,😑,0
1386,RT 1Dislife55555 HAPPY ANNIVERSARY BOYSIm so proud of u guysThank you for everythingWe love u very very much6YearsOfOneDirection htt,😑,0
1387,RT khfansinhkx1 Always love your smile healing  Line Live 平井 堅 httpstcoi06M7WJZpL,😑,0
1389,L for Love not Lie,😑,0
1391,emilyjensen___ hope I enjoy ur hangover  lol Jokes I love you all mine will probably be worse peace out fam,😑,0
1392,Bitches love tryingto be funny but never wanna get touched,😭 😑 ️,-4
1393,RT 07anahilopez Happy birthday Abril I love you so much  now its time for you to get out the house  ayebral,😑 😂 😉 ️,8
1394,RT MISSA31O I FUCKIN LOVE OLDIES MAN FWM,😑,0
1395,ajsg Good morning Twiend I love the sound when you click my tweets A sunny cloudy picture for you  httpstcoGXtOC9YmAs,😑 ☺,0
1396,RT simplynessa15 OMG LOVE THEIR SONGS AIRPLANES AND JET BLACK HEART  httpstco54nxKam2Cf,😑 😻,4
1397,RT storyshort_ I am so elated after today Its the little things I love The Walking Dead I love this fandom I FUCKING LOVE NEGAN,😑,0
1399,0909 TODAY FINALLY MY LOVE hazzasback,😑,0
1400,RT softchub Dont  call  yourself  a  1d  fan  if  you  dont  know  they  love  me  even  they  dont  know  me,😑,0
1401,RT mysabel20 I love fast responses,😑,0
1402,RT DyldoTownsend I love Jimmy tran,😑,0
1403,RT Itslovelyquote If you break someones heart and they still talk to you with the same excitement and respect Believe me they really l,😑,0
1404,callmejaay___  Dont I say this alllll the time we blaze a new person up bruh  httpstcoByc1q3QrSx,😑 😂,4
1406, laulenza followme Raciallotion,😑,0
1407,Harry_Styles Louis_Tomlinson Real_Liam_Payne NiallOfficial I love you all sm,😑,0
1408,RT damianholbrook Love my annual Auselfie with michaelausiello at SDCC  Hard Rock Hotel San Diego httpstcolwjHEo8BpX,😑,0
1416,CR4U ht,😑,0
1417,I love 1D tho lol just annoyed at most of you,😑 😂,4
1418,Im going to travel the world Im going to spread Gods love and happiness,😑,0
1419,RT hellarowbrina THIS THIS I LOVE JOSHAYA I LOVE LIFE httpstcoXpT5foQGe0,😑,0
1421,I catch myself thinking Im in love with someone then Im like bitch what amp then Im good again,😑,0
1423,RT mdrnbsebal i love letters like U could write me a letter of how much u hate me n id still hang it up on my wall lt3,😑,0
1426,6YearsOfOneDirection httpstco,😑,0
1427,OH MAN YOU JUST GOTTA LOVE HAVING LOUD NOISES RIGHT IN YOUR FUCKING EARS,😑,0
1428,bretwaw omg i love that song bret,😑,0
1431,ALDUBSuperMA,😘 😑,4
1433,renaissancegd Absolutely Have been intrigued by Chatsworthwld love to see it Got to Hampton this yrTatton sounds delightful hmm,😑,0
1434,i love nasas snapchat and julien de wit amp his atmospheres httpstcoAwp7toeSer,😑,0
1436,Love you gina_vidales so much  thanks for treating me and making my birthday so special Disneyland httpstco7dGrBFcm7R,😑,0
1438,Send My Love To Your New Lover by OfficialAdele  httpstcoM87xWe9XaD,😑,0
1439,Welcome 600 Followers love you all,😘 😑,4
1440,Spinners  One Of A Kind Love Affair httpstconpHGb0CVHU nowplaying listenlive,😑,0
1441,RT MsLaurenLondon Love,😑,0
1442,RT SZGN1978  happy Friday amp weekend for all friends  stay in peace and love  httpstcoH04ihrSSla,😑 ☺ 😇,4
1443,RT Dory my goal someone to love me the way tyler the creator loves cole sprouse httpstcoPI92wlIggi,😑,0
1444,honevbee I love John Mulaney so much Save m,😑,0
1445,RT MightySpirit AHH THE POSTER THIS YEAR IS SO CUTE I love suits so much I cant httpstco8NE9I23Reb,😑,0
1446,RT TheSongMsgs Love hurts whether its right or wrong  Avril Lavigne,😑,0
1447,RT JosephinSkriver happy birthday to a girl who i adore look up to miss cherish admire respect and most of all love selenago h,😑,0
1448,tbh one of the best things i bought when i was in japan was my yurikuma figures honestly i love them sm and they look so cute together,😑,0
1449,Love for the World muenchen httpstcopzFdqY7eQE,😑,0
1450,gygihadid I believe that when you love someone she becomes beautiful to you I believe the eyes see everything through the heart,😑,0
1451,So close 997 followers  Just 3 more til we hit 1000 MultipleSclerosis MS pls RT to increase our reach  httpstcoNuOiowTWPz,😑,0
1452,I love you babe,😑,0
1455,RT MukhijaNidhi Gurmeetramrahim HealthIsWealthSaysMSG We love you Guruji How can we ever thank You for Your kind blessings,😑,0
1456,RT SazzyGrassi kirstin_taylor today is my 16th bday and was hoping to get a bday wish from you You inspire me to be my self and be con,😑,0
1457,RT meowitsmakayla I love this filter  httpstcoVVpKbIofTw,😑,0
1458,RT mixersUnitePH A LittleMix amp ArianaGrande collab should happen  it would be epic  MTVHottest Little Mix httpstco0rKTcc56mE,😑 ️,0
1460,the impact of EXO  canes  body waves lol EXOrDIUMinSeoul httpstcoytblNK1evd,😑,0
1461,Those are the best ones   httpstcoHgNTOEwgfK,😑,0
1462,RT paigeybuccola I wish I still attended the school that I shadowed and fell in love with,😑,0
1463,RT lehzier im starting to fall in love to a person who already stop loving me,😑,0
1464,RT Kamayyyyy HAPPY BIRTHDAY LOVER IM SO THANKFUL FOR YOU AND I CANT WAIT TO PARTY TONIGHT I LOVE YOU SO MUCH  httpstcon7nKDEU6yH,😑,0
1465,RT vminvocals 39 SHINHWA  This Love 2013 httpstcoMnzoJfvmOS,😑,0
1467,TEAM MATATAG MCRIS,😑,0
1468,andeepuyat hehe love u,😑,0
1470,RT _SxllyGxrl_ Happy first anniversary to the best boyfriend in the world ArianatorBoyxx the sweetest the smartest the love of my life,😑,0
1472,LOVE Kandinsky Love Love httpstcovJySDgJD0q,😑,0
1475,httpstcoenogEpS9e2 httpstcoIN9fItrGum,😑,0
1476,typical_lizz THANK YOU LIZZ  I LOVE YOU TOO BOOBOO,😩 😍 😘 😑 😭 ️,2
1477,RT rrekha1000 Gurmeetramrahim welfareAimofMSG ji pita ji thanks for everything my lord love u sooooo much Dr Papa,😑 😊,3
1478,I love scary movies but Blair witch project destroyed my soul,😑,0
1479,RT ChiefGorgeous Im the most craziest love able over emotional friend youll ever have,😑 😂,4
1480,RT LifeOfDeedy awwwww the little love birdszionnnn9 iimkayla_ httpstco4U5sy8kYvN,😑 😍,4
1481,RT MdellW Honestly if you dont love Double Dare you are a monster,😑,0
1482,Hahaha goshhhh he would come too in 25 seconds  httpstcosbj5h0hBz6,😑 😂,4
1483,RT softpasteIs love letters httpstco8vCaQbXu0F,😑,0
