,0,1,2
805,Right RT httpstcoAAnMFeukIW,😑,0.0
806,Posisi 6 G Nash ft Olivia OBrien  I Hate U I Love U Trending20 PramborsPlaying PratamaMario pgenuschka  httpstcoQuS1HLIsrJ,😑,0.0
807,When you dont show em what that bankroll they get mad Niggas hate when they cant count yo pockets,😑,0.0
808,juneeexo i already hate u make it worse init,😑,0.0
809,Do you hate mondays  httpstco0Fh1oCU00H,😑,0.0
812,If we cannot as yet love one another then in Gods namelet us not hate each other too muc,😑,0.0
813,RT Sanwal22 If you want peace be consistent and dont teach your children to judge and hate never under any circumstances,😑,0.0
814,I hate you Keeper httpstcoe04seyCpJx TBoI,😑,0.0
815,RT mishpooI jensen whispering details to misha for his story vs misha mouthing the rest of jensens joke i hate them httpstcoFFjqTm1,😑,0.0
816,RT opnminds I hate feeling like Im not good enough for you,😑,0.0
817,realDonaldTrump he has grace You have nothing but loud mouth and hate,😑,0.0
818,even if there are people who are homophobic or hate transgendersgays they have no right to beat or bully them httpstcoZNMgs5Q5t3,😑,0.0
819,RT SappStein People will hate on the choices you make in your life because they have no options with their own,😑,0.0
820,HuffingtonPost fortmyerspolice cityftmyers It is never an act of terror but hate A feeling as if they are alone in this world Jesus,😑,0.0
822,RT JorgGalang Im at orientation and I forgot how many people I hate at this school,😑,0.0
826,This is oddly specific but I hate the sound of glass bottles in a trash bag,😑,0.0
827,NowPlaying Love Me Or Hate Me  Remix featuring Missy Elliot by Lady Sovereign  httpstcoi4TzLuZkju,😑,0.0
828,You will NEVER be me amp you hate that,😘  😜 😑,3.0
830,2222 i hate you,😑,0.0
831,Yep bacon Ass too TeamFuckBacon httpstcoJQbeXYXjDl,😑,0.0
833,I hate when ppl say not voting for Hillary is a vote for trump So whats a vote for trump Two votes for trump,😑,0.0
837,httpstco3MEwjhOlRM httpstcowxK4LeKrTw,😑,0.0
838,Yea youre blocked  httpstcob2ma8eQA6I,😑,0.0
839,RT MsRapidFireSOD hate spelled backwards is etah so if you hate me then etah dick,😂  😑,4.0
840,RT FiersaBesari We laugh we cry were happy were sad we love we hate we make mistake we learn Theres nothing wrong with it We,😑,0.0
841,Heat and carbs make me hate myself so much,😑,0.0
842,I hate it when a girl a nna sematla because of a man,😑,0.0
843,RT bobbybrooks_ why the fuck have i just agreed to go food shopping with my mum i fucking hate Morrisons,😑,0.0
844,RT PepengPacool I hate how everything I want costs money,😑,0.0
845,RT Filipianese_ So how many people have a reason to hate me OKAY amp how many of you dont have a reason fakebitches,😑,0.0
846,Im just so exhausted and I hate people,😑,0.0
847,I hate summer your room gets hot you open the window and a bunch of flies come in to gather in your room,😑,0.0
848,Probably why I hate whats happening in our country As a Prosecutor stopping criminals is what I do But not through coldblooded murder,😑,0.0
851,RT BradBuckets I never hate or get jealous when someone got something I want I just sit back and patiently wait my turn,😑,0.0
853,RT oluhb Basically selfadmittance of hate and racism by Tump supporters What the actual fuck  httpstcowW0VbJxBJx,😑,0.0
855,RT MixedSeoulNae I hate going to work but honestly I thank god I have a job everyday,😑,0.0
858,RT FossettRodney They hate on me cause im getting it on my on,😑,0.0
864,ScoonJenkins No wonder you love Trump Your racism and bigotry matches his hate  IreneAdlerCal ISEEYOU7774 KwikWarren,😑,0.0
865,yeah super trolling  I could eat this everyday of my life  Baked httpstcoACDkbuYEeO,😑,0.0
866,ill always hate netizenbuzz scones and hwayoung for ruining tara,😑,0.0
872, I hate you so much httpstcoUtSudPVubq,😑,0.0
873,RT CashBama Rockprincess818 who said we should hate Mondaylmbokarmaemailgate,😑,0.0
874,Dont you hate it when people hate on your idols like no my idols make me happy so just leave,😑,0.0
875,RT _coRIAH I hate when I crush on ppl and they crush on other ppl,😑,0.0
876,I hate when I have a really nice day off Because then going to work the next day is so miserable,😑,0.0
878,RT epPaulZimmer I always say  I hate you or youre annoying to the people I actually like you just gotta understand my love lmao,😑,0.0
880,Lets have a chat     httpstcoZFHtzW2u17 httpstcom8QpQEZoGH,😑,0.0
881,RT Lukaa_Boo I hate wanting to text someone but than remember that we dont talk no more,😑,0.0
882,RT doublekaay_ I hate boys literally,😑,0.0
883,RT ColeBlooded_Bri Hate when people follow you to just unfollow and get their followers up Yall the lamest of the lames,😑,0.0
884,Go to the linkdont be shy    httpstcolrJFuzHONt httpstconxvi4cEca6,😑,0.0
885,why do people hate eurythmics,😑,0.0
886,A must watch httpstcoosJ5N90G1L,😑,0.0
887,I be rey snap mom fr  httpstcoOu04Xw7ckw,😂 😩 😑,2.0
888,RT WSHHVIDE0S RT if you hate when this happens httpstcogqqltuGDrD,😑,0.0
889,we had a lovehate relationship mom httpstcoYBm68fYPUX,😑,0.0
890,Hate when people put thoughts into my head that have valid points,😑,0.0
892,I absolutely hate nike right now,😒 😑,-2.0
894,RT DEEE999 EricBoehlert LeChatNoire4 Cynical people always hate people who ACTUALLY get things done,😑,0.0
895,Wow  U Kanak_news  NewsChannel And U Big Fan of SalmanKhan SRK AamirKhan I Really Hate U R channel Kanak_news k u T t a,😑,0.0
896,so many things to do and im still here tweeting ugh i hate myself for that,😑,0.0
897,I hate this so damn much,😑,0.0
900,I really hate liars   like ppl out here really lying bout dumb ass shit,😂 😑,4.0
901,RT NatalieJanettP hate how summer is coming to an end,😑,0.0
902,I hate working in the afternoon omg,😑,0.0
903,hate myself for caring so much,😑,0.0
904,I hate the people I work with I swear to god,😑,0.0
905,RT SaveUSA1776 Bernie Voters HATE Hillary TrumpTrain knows CrookedHillary is crooked amp lies Green Party voters are NeverHillary Tru,😑,0.0
907,I hate going to class with my hair super wet,😑,0.0
908,RT elise_brodie HATE when ppl say ull lose pals if u spend loads of time wi ur bfgfIf ur pals turn their back on u when ur happy then,😑,0.0
909,Because Im so special teehee  httpstcoDgGmKlod3D,😑,0.0
911,No hate only Love  mayaangelou httpstcoIgJW4RFzmd,😑,0.0
912,RT DrTGIF Queen is a box that these hoteps put you in to limit you They dont want you to be their equal Thats why they hate black f,😑,0.0
913,RT renaihyung how could anyone hate kim seokjin httpstcodsRoiU3sOG,😑,0.0
914,RT J__Homer22 I hate going through old messages I just get upset all over again,😑,0.0
923, Being,😑,0.0
924,There is no other thing I hate more than people who lie for NO REASON,😑,0.0
932,I hate when people tell me I cant do something because Im a woman Well you know what I can do Kick your ass,😑,0.0
933,me whut i hate you guys  httpstcoCbhDnYDFGI,😒 😑,-2.0
934,RT RaisingOneBrow Its really aggravating listening to people who hate Hillary for using a private server but love Wikileaks because they,😑,0.0
939,Just Goto HelL Dear peolpewho hate DanceSpona,😜 😕 😑,-3.0
940,i hate yall I feel like im back in high school and I just admitted I have a crush on that one guy from class A httpstcoAxCCrarebC,😂 😑,4.0
941,I fucking hate the police,😑,0.0
942,Why What purpose Hate Hillary that much stay homeAnd people seriouslybashing BLM httpstcoxvMEiqvxBg,😑,0.0
943,I Hate IG  amp They Jus Keep Updating It,😩 😑,-2.0
944,Dont support something you know is wrongFocus on the future n turn away the hate of today httpstco4GBmK52kf6 httpstcoFZu8oTA9kN,😑,0.0
945,Yo I hate my nose sm,😑,0.0
946,RT malananani Im a private personeverything I do is confidential hate ppl in my business,😑,0.0
947,AlexisSangillo RadicalZodiac AllAboutFiIm better not be I hate pearl,😑,0.0
948,Mad love  httpstcozeXZk2U1kL,😑,0.0
950,But my passion for Jesus they aint ever gon stop it,😑,0.0
951,I hate that I cry when Im mad,😑,0.0
953,Get cho heart broken by the right bih youll hate yo mama,😑,0.0
954,Bernie Voters HATE Hillary but Bernie is still going to endorse her tonight Your progressive champion has betrayed your values,😑,0.0
955,The righties hate this fact but the truth is that the world is increasingly safer,😑,0.0
956,RT kifrmda441 Hate the fact that you think you could answer me whenever you want,😴 😑,0.0
958,Not against the Hindutva but against Hindus In a Hindu majority country these People openly hate us httpstcomOhjZMAnXe,😑,0.0
959,yassymonroeWe hate that we let you down Please use reference2428989 at httpstco170WGqO5ll so we can help VS,😑,0.0
960,They ruin it for everyone huh Haha Nice play here  httpstco27OE8Bi1eR,😎  😑,1.0
961,What I dont understand is why the hate,😑,0.0
962,RT SadScreencaps Love turns into hate httpstcovvl8dbc3Sp,😑,0.0
963,StassDoll so why you hate me,😑,0.0
965,RT SheWhoVotes If the protests at DNCinPHL become violent it is on YOU BernieSanders You never trained your troops amp allowed their ha,😑,0.0
966,FrostoftheStars these are the same people who also hate every student in their school except for their senpai,😑,0.0
967,fIaritza of course not then why hate some one for beeing a Zionist,😑,0.0
968,CPUsaiyan CompaKonpa i never said i hate you or anything httpstcoB3UGbcDdsG,😑,0.0
969,RT kingushbal Hate spelled backwards is etah httpstcoHmsD6HVVpZ,😑,0.0
970,RT diontaeee_ I hate the smell of cigarettes,😷 😑,-1.0
974,Btw Im attacked by Hillary fans a lot  httpstcoNP2SqcaQP5,😑,0.0
975,As much as I hate how yall are still posting those pictures he looks so cute,😫   😑,-2.0
976,RT SteveStfler I hate yall man  httpstcohxXreUvnWn,😂  😑,4.0
977,RT holliesxan_ pro tip u dont have to put all ur emotions on ur snapchat story its annoying people will hate u,😑,0.0
978,i hate that I want but I cant put anyone else above you,😑,0.0
979,RT ImThatNigga61 Aint nobody in they feelings mfs just hate hearing the truth,😑,0.0
980,Great piece The gender bias comment is very interesting also and has plenty of merit httpstcoycR9MtjEB6,😑,0.0
981,DTP1908 I hate you lol,😑,0.0
982,Its pretty amazing the that GOP has gone from the Red Scare party to embracing as a great leader a former KGB operative who hate America,😑,0.0
985,RT MaryannOaten qanda Hate will never win People who hate never succeed in destroying those whose human nature is kindness hopefulness,😑,0.0
986,I smoke but I really hate that 2nd hand type and the people whos numb enough to give one,😑,0.0
987,RT noonesaw I hate mafipotter cause she speaks the posta y no la puedo retuitear,😑,0.0
988,RT RealJFairclough I hate people that judge others for tattoos amp piercings In no way shape or form does having tattoos amp piercings mak,😑,0.0
989,RT HornyGlF Hate it when this happens  httpstcocCqXfiXREK,😑,0.0
991,my God I hate drugs,😑,0.0
992,loissilvin I hate u i love u  gnash,😉 😑,4.0
993,Taylorshadyfact I dont particularly hate Taylor that much but since you constantly coming for Beyonce httpstcofPoahTeN51,😑,0.0
994,I hate when this becomes a daily struggle,😑,0.0
996,RT SicilianInHeels RT kingalex_____ I hate arguing Im just trying to marry you and grow old and shit,😑,0.0
1002, LIARS,😑,0.0
1003,princessnyoom i hate this concept im gonna,😑,0.0
1004,Srsly I hate bees but I love this photo  httpstco94uOx6J16A,😑,0.0
1005,I hate my dreams bc i either die or get arrested,😑,0.0
1006,RT WooorIdStar I hate dms lol just text me httpstcowi9zhMJZ1F,😑,0.0
1007,I hate waking up this early,😑,0.0
1008,I LOVE YOU TOO  httpstcozKGJTXA4my,😘 😑,4.0
1009,RT angrycvtie trop hate httpstcourvJLQEPSH,😑,0.0
1011,I hate it when you search for something on google and it just NEVER gives you anything close to what youre looking for,😡  😑,-5.0
1012,I just hate seeing you with someone else,😒 😑,-2.0
1013,RT RoxySoThick Its hurting you more to hate me cause Im coolin,😑,0.0
1014,Jaysonsapro im 54 EXCUSE U JAYSON I HATE U,😑,0.0
1015,EllieBaker92 its ok Confusing at first but ok i kinda hate how you have to dig to find settings amp shit,😑,0.0
1016,I liked a YouTube video httpstcoSvjhnjJB7D I HATE BEING DELETED OFF YOUTUBE,😑,0.0
1017,BTW I hate that pic of myself but its the best one to show off my rhino shirts amp figurines amp crochet beastie amp adoption certificate,😑,0.0
1018,PreZnyc621 yup Card carrying member of holier than thou Knicks Twitter Im so mature Im so rational Let me hate frank Isola 247,😑,0.0
1019,I hate when I lose something and a mfka ask me where I lose it at like I know if I knew where I lost it at it wouldnt be lost now would it,😡  😑,-5.0
1020,RT Trap_Jesus OMAR COMIN RT AyeeMami001 I hate yall  httpstcofKUy4Z2WZq,😭 😂  😑,0.0
1021,sjwpandering and it made me hate my life even more,😑,0.0
1024,Biafra httpstcoPYyqAnLAf8,😑,0.0
1025,the thing I hate most about packing is unpacking,😑,0.0
1026,Still my only one httpstco1PoXUptC4T,😑,0.0
1027,death glare y you too httpstcoUv82rQCORJ,😑,0.0
1029,RT KharyMauras I hate living on the south Theres no one over here,😑,0.0
1030,RT miz_p Love dont care who you be or where you come from We cant help who we love or hate,😑,0.0
1035,cis people first of,😑,0.0
1036,Why I Hate the Phrase Clean Eating httpstcopIbG5ER8dv,😑,0.0
1037,Fucking hate this hell hole amp the disrespectful ass people that come buy this over price shit here,😑,0.0
1039,WeLoveYouParth LaghateParth htt,😑,0.0
1040,meet me here     httpstcobblLmUD1bf httpstco3NeVA2VOsu,😑,0.0
1041,Hate defers blame  RyanHoliday egoistheenemy,😑,0.0
1042,WHO ARE YOUUUUU httpstcoMZfCuUQAf8,😑,0.0
1043,RT iforqiveyiew Its actually quite unfair for Instagram to give Taylor special treatment when it comes to hate like Ive seen worse comm,😑,0.0
1044,RT jamespttr I HATE THIS SO MUCH httpstco8lwZMjijMB,😑,0.0
1045,RT mycatismean i fucking hate anxiety,😑,0.0
1046,RT KevinMcVann Dogs hate Nintendo httpstcolBc89hGeI5,😑,0.0
1047,brvndonryvn I hate you almost I really do Pls go to warped,😑,0.0
1048,Yeah and old movies i probably hate you,😑,0.0
1049,MkTrey27 or Ill make the next one the first pic I took of you that you hate,😑,0.0
1050,Ew I hate everyone at LA fitness lol,😑,0.0
1052,RT lmthecatsmeow i hate being on bad terms with people,😑,0.0
1053,I hate portmanteaus as a general rule and I realise that colours my opinion but come on theyre very bad,😑,0.0
1054,Then you must hate money No need to have it if youre not gonna spend it  httpstcoudSVvuuobe,😑,0.0
1059,BadassTeachersA TBATs httpstcoyc2HSIDulP,😑,0.0
1060,When we are not angry we naturally do not wish to anger however when we are angry hence jealous hence become a httpstcoDG8iUI3igw,😑,0.0
1061,DNC convention chatter all negative and hate prompted by CNN staff,😑,0.0
1066,DolceAmorePatigasan,😑,0.0
1067,I really hate when people dont take care of their teeth,😑,0.0
1069,OneMileataTime Argh I hate when that happens Flyertalk often helps me in those situations too but maybe not many reviews Good luck,😑,0.0
1072,Cis people trans people arent normal and are disgustin,😑,0.0
1073,RT no_plans_han kindness comes at the cost of your ego and selfishness hate can come at the cost of lives,😑,0.0
1074,I hate girls wow,😑,0.0
1075,RT NaughtyPix_ 12 Sex Positions Women HATE httpstcoYivtnKsN9E httpstcoRZZ1GP57nJ,😑,0.0
1078,tommoCOOLGUY fuckin tell me about it I hate chatting online Id rather be asked to hang out irl Tone body language is all so important,😑,0.0
1079,RT lauren_loweryy i hate temporary people,😑,0.0
1084,worthlessjin WELL I APPERENTLY FYCKING HATE YOU,😑,0.0
1085,I rather you hate me in my face than lowkey dont fuck wit me,😑,0.0
1086,Its still shocked at all the hate boiling up in this country,😑,0.0
1087,Hate people with nasty Oder like fuck out my face with your Smelly ass go shower nd if you still smell after go to the hospital,😑,0.0
1088,Your LOVE or HATE for me are NOTHING PERSONAL because these feelings were MOLDED BY YOUR CIRCUMSTANCES,😑,0.0
1089,Listening to music Love Love Love Gnash i hate u i love,😑,0.0
1090,RT Idolhanayo bearlody i hate you for liking Zenya,😑,0.0
1091,RT brokevapor When you hate givin head but you want to please your boo httpstcom7t15ZCrci,😑,0.0
1092,RT Koksalakn  haters gonna hate httpstcovL4FkJqLhC,😑,0.0
1093,yoooo naw but fr httpstcoS9Meb4guQ1,😭 😑,-4.0
1095,Go to the linkdont be shy    httpstcodwNvhIz0MI httpstcoM8aqFYzts5,😑,0.0
1096,I Hate When Buses Early Caz They Wanna Sit,😒 😑,-2.0
1098,RT prettygyal_bre I hate when people send me snaps that they put on their story like,😑,0.0
1099,Bernie Voters HATE Hillary httpstco4yJU58snxs,😑,0.0
1100,RT shaynariannxo I hate when I feel like this,😑,0.0
1101,One thing I hate is for someone not to reply to my message Who do you think you are Beyonce,😑,0.0
1102,RT Everythingniyaa but fr tho  httpstco6wSlWebtAA,😭 😑,-4.0
1103,fondbusan why are they like this i hate them,😑,0.0
1104,I hate a bitch who makes something more then it is tf,😑,0.0
1105,RT walkerd1602 Whether you lovehate KTHopkins this article is incredibly accurate saying what most people are afraid to say now https,😑,0.0
1106,Gosh i hate him so much but hes so hot httpstco0xMa4Z58YH,😑,0.0
1108,RT syafiqwai AH CHUAN THE LEGEND no words can describe how much i fuckin hate this guy and love him at the same time memories  https,😑,0.0
1109,Hate boys like this  httpstcodQSkKtQASW,😷 😑,-1.0
1110,hate that we have nothing in here to eat,😒 😑,-2.0
1111,NowPlaying I Hate Everything About You de Three Days Grace  httpstcon8dMMyb39m,😑,0.0
1112,RT PauDMontenegro Hate pio,😑,0.0
1113,TheMotto RT kingalex_____ I hate arguing Im just trying to marry you and grow old and shit,😑,0.0
1114,RT sarthiv SC dismisses PIL by brijeshkalappa against Raj Thackeray on hate speech issue SC says no reason to   hear it under Article 3,😑,0.0
1115,RT HoneyLxve_ Also in general being humiliated is the worst I hate feeling embarrassed,😑,0.0
1116,Hate When I Eat amp My Tooth Starts Hurting,😞 😑,-2.0
1117,RT tacsanitchiban I love my 6 oclock alarm erection but I really hate my 8 oclock alarm actual alarm,😑,0.0
1118,Hate it when you see someone fit when you look like youve been dragged through a fucking bush,😑,0.0
1119,Hate these long ass trips to bay city,😒 😑,-2.0
1120,RT SLNNx3 I hate that I cry when Im mad,😑,0.0
1121,if theres one thing I hate its getting heartburn,️  😑,0.0
1122,RT Jdollazzzzzz Ik bitches that hate amp talk shit amp see me amp still show respect,😭 😑,-4.0
1123,Whats your bathroom look like  httpstcoSo3BR4f5WN,😑,0.0
1124,JENNY EVERY SINGLE TIME I love to hate this character but I also secretly love her cause I am batshit cray and I identifyTLW TheLWord,😑,0.0
1125,RT chancethao_ I just cant be around certain people No hate shit we just got different energy,😑,0.0
1126,Truman_Black Why do you hate playing in FL Yeah I go to ATL to occasionally film for TV and stuff but I never have enough time off,😑,0.0
1127,I hate people like you,😑,0.0
1128,I used to hate the term lifestyle business because I didnt fully understand what it means httpstcoIHDA88OurO,😑,0.0
1129,RT KekePalmer Know ya hate to confess httpstcozq78w4Mpm7,😑,0.0
1130,Hate the bookies Can never settle for breaking even or being a wee bit up then end up blowing the lot,😴 😑,0.0
1132,RT vapidgarbage I really hate fandoms that demand you to abide by their headcanons otherwise youre ____phobic,😑,0.0
1133,I have been so sad lately and I hate it,😑,0.0
1134,Ew I hate it here,😑,0.0
1138,2 1,😑,0.0
1139,Must seeamp I love this lady Video of multiple Bernie supporters DNCleak DNCinPHL priceless infowars httpstcozoo48EImBz,😑,0.0
1140,RT tyriqq_ Hate tryna be down  ass people,😑,0.0
1141,TSRulesMe SwiftsKing FUCK DELETE I HATE YOU,😑,0.0
1142,Stupid flies inside this house I hate flies,😑,0.0
1147,GoodCisPeople httpst,😑,0.0
1148,PaoDevLa I know location was an issue but they could have done something to give people more notice Sometimes I hate not living in NYC,😑,0.0
1149,Im not a morning person at ALL I hate when people try and have a full conversation with you right when you open your eyes,😑,0.0
1152,Draw your circle and s,😑,0.0
1153,RT zaynmyboi i cant believe i used to hate her like shes so nice and klaroline af httpstcoabbjgmIQBP,😑,0.0
1154,RT rakyraa__ I hate sharing yo,😑,0.0
1155,RT AyeeMami001 I hate yall  httpstcoSz3Pb7e91w,😭 😂  😑,0.0
1156,RT HeyItIsLeeema I hate idiotic men who do pathetic things to get your attention,😑,0.0
1157,RT anaaabih Nothing more I hate than an entitled rich kid,😑,0.0
1158,RT larrycaring I HATE EVERYTHING httpstcoYsxVHDHXgu,😑,0.0
1160,I hope I marry someone who has a last name that looks pretty in cursive cause I hate how my last name looks ugly,😂 😑,4.0
1161,I hate being home when my dad home this man aggy af shit dead,😑,0.0
1162,never let a bitch dress me FSFSGDDGGSDG I hate Future,😑,0.0
1163,no hate but i dont think ill be watching dunkirk at all bc it isnt the type of movie i prefer,😅  😑,3.0
1165,Not what you said on the acoustic tour  httpstcoWTknDUIhv7,😑,0.0
1166,RT ashtrous PISCES judgmental sometimes petty extra but very passionate n lovin friendly but fake when they hate u httpstcoaPw,😑,0.0
1167,I hate how society think women should cook clean etc Housework isnt only based on women who TF created this shit Fuck society,😑,0.0
1168,sounds like Beyonce But ima prove you wrong httpstcoQaloE4g5L2,😂 😑,4.0
1169,guardian timfarron  TheSun declines to comment after promoting hate speech,😑,0.0
1170,i decided not to hate people anymore so i deleted my tweet earlier id feel better that way,😑,0.0
1171,I Hate You but Miss you,😑,0.0
1189,hate hate hate,😑,0.0
1190,Hate this feeling so much,😑,0.0
1191,I hate long car rides,😑,0.0
1192,If the hooligans are thorougly interrogatedthey could divulge the names of real hate mongers amp their akas in Delhi httpstcovWn8HHUSIM,😑,0.0
1193,i hate love,😑,0.0
1194,I hate the 830 lull after I take my medication I look pissed but Im just blah for about an hour,😑,0.0
1195,I hate ocean city  like if youre 21 ocean city isnt for you like wtf,😂  😑,4.0
1196,RT AmOhSoFrank And who is going to protect us from domestic terrorism  hate filled GOP congress and your VP Menace httpstconmhLQo,😑,0.0
1197,RT ProductOf_LB Im not that type of dude to have hate in my life for anyone Ill still hope youre doing completely fine,😑,0.0
1199,RT simplycyan Hate when cishet boys flirt with you and get all cute with you then they end up doing some fuck shit,😑,0.0
1200,RT Chantelle_lund My pet hate is when people say ur always with ur boyfriend if your bf shows more loyalty than ur pals OBVIOUSLY ur go,😑,0.0
1201,RT Malianazir I hate you,😑,0.0
1202,RT Reenasaini16 MSGsaysPowerIsInsideU we should give respect to each religion never hate one another its the brief of all religions  Gu,😑,0.0
1203,AmandaTheJedi I just hate how people find an abbreviation for everything now Lifes too short but not that short,😑,0.0
1205,RT TaurusTerms Taurus hate when things around them change too fast They want to be in control amp always want to know what will happen ne,😑,0.0
1206,Hate that shit lol,😑,0.0
1207,RT ComedyPics I hate yall man  httpstcoAlYpOYdKfy,😂  😑,4.0
1209,Thank you httpstcojmzjQ01lje mailonline,😑,0.0
1210,I hate my mom so much more everyday,😑,0.0
1211,TommyG nope hate my generation Will vote for whoever gives them free stuff or gets them out of working,😑,0.0
1212,RT Friendstagram I hate losing friends just because they got into a relationship,😑,0.0
1213,jmurray829 not all Hispanics hate Trump but not sure many of us would be cool w the moniker  taco bowl also the bowl makes it not a taco,😑,0.0
1214,RT beebananaz I hate waking up to dreams about you,😑,0.0
1215,Keion_Graves I hate that movie,😑,0.0
1217,RT univrsle ralphpearce cathmckenna I think shes being generous Climate change denial should be hate speech really its dangerously,😑,0.0
1218,MY IPHONE IS THE BIGGEST LOAD OF SHIT I HATE IT SO MUCH,😑,0.0
1219,I hate cardio,😓 😑,-1.0
1220,RT perfmouza really hate having my time wasted,😑,0.0
1221,dimpayet17 you fuckin bitch i hate you,😑,0.0
1222,PS I hate you simple plan,😑,0.0
1223,Curls along my headline lol I hate that,😑,0.0
1225,RNCinCLE httpstcofnoqT1jLiT,😑,0.0
1226,I hate trying to find outfits for something specific,😑,0.0
1227,GustavoFranca_ i hate everething about you fodaaa,😑,0.0
1228,i hate that youre my achilles heel,😑,0.0
1229,TedCruz cant fight back effectively because he has more hate for Hillary than even this despot httpstcoVzM7HYvn43,😑,0.0
1230,I hate a mf everytime they see me they gotta ask for something,😒 😑,-2.0
1231,RT Lynzyy_ Really hate waking up sweating withhhh my ac going,😰 😧 😤 😑,-1.0
1232,RT natiezzz I hate stupid opinions  httpstcoWddwMY9jpF,😑,0.0
1233,So I hate to say that once againwe have been proven right We can sit in our small offices with limited data httpstcoVmDQmO7Hl5,😑,0.0
1234,Hate taylor swift but still listening to her music yeah thats me,😑,0.0
1235,RT lil_kristian Fuckin hate liars,😑,0.0
1236,With a passion  httpstcoZz8pnl6urS,😑,0.0
1238,ENGvPAK,😑,0.0
1239,i hate staying in my room knowing that its lowkey a mess i have a lot of stuff but no place for them to go,😤 😑,5.0
1240,RT HugotDre Fake promises I hate that shit,😑,0.0
1241,Gosh I hate this feeling,😑,0.0
1242,kiderokoffisamethey both hate women amp arent ashamed of hitting them in public Why deal with one amp not the other KideroEvans must go,😑,0.0
1243,His I own thatHis backI got thatHis weedI roll thatHis roleHe plays thatThey Jealous We know thatWere Happy They hate that,😑,0.0
1244,I liked a YouTube video from hrznrdm httpstco65ZPr18uWS USED TO HATE IT SawWolff,😑,0.0
1245,Hate being in pain when its hot  so uncomfortable,😑,0.0
1249,MrMclovin4 nothing Just that I hate you,😑,0.0
1254,keeps bird,😑,0.0
1255,RT Lilybarlow_xxxx 1 month until we all hate ourselves n try to commit suicide xxxxxxxx,😑,0.0
1256,RT enalyppop I hate how happy bday reads as httpstco0oWkvpQm3T,😑,0.0
1258,RobertZimiga I think it went to Hell when he got elected despite all the hate BS that came out of his mouth,😑,0.0
1259,RT daeshhun UK pub asks Muslim to remove Islam hoodie hate crime investigation begins httpstcoLCDF58vIcK httpstcoy7zN2cMsJp,😑,0.0
1261,gabbbss_v I know youre gonna hate this which makes me love it more,😑,0.0
1262,RT herrmiones 7 cho chang was just really insecure and sad about cedrics death i dont like her but i dont think she deserves hate,😑,0.0
1263,i hate this feeling,😒 😔 😑,-3.0
1264,Harry_Styles I really hate that pappz are tormenting you so much Seriously u is a wonderful person and deserves privacy,😑,0.0
1268,Outside of racebased hate crimes crime has no race,😑,0.0
1270,I hate that I havent accepted my insecurities and it makes me feel like shit just thinking about them,😪  😑,0.0
1271,Hate people who stand in front of you on a train platform when there is clearly space around us Like hello I was here first trainproblems,😑,0.0
1273,rweingarten edchat httpstco0peKhBBhub,😑,0.0
1274,RT Darioo_1234 I hate when people only reply to a certain part of a message,😑,0.0
1276,And I was gonna go on but I chilled,😂 😑,4.0
1277,RT TheRealLMaree I hate when people say What I gotta lie for CAUSE YOU A FUCKING LIAR amp you like to lie tf Dont ask me ask your,😑,0.0
1278,Hate a mf dat be like  damn you never hit me up okay I aint hear from you in a year fuck yu mean,😑,0.0
1279,I hate  replies,😑,0.0
1280,I hate driving so much,😑,0.0
1281,Proud but I hate it concert tickets burn holes in my pockets  httpstcoQwYmfLodyr,😑,0.0
1282,SoonerAce atlblog Thats easily the post most positive thing Ive written or even said about Trump supporters You dont know what hate is,😑,0.0
1283,RT MumblesEnrique Not what you said on the acoustic tour  httpstcoWTknDUIhv7,😑,0.0
1285,CJMortimer amolrajan lizziedearden httpstcouZk1YxJxWK,😑,0.0
1287,Why should I,😑,0.0
1288,RT RomeshNadir PoliticsOfHypocrisy is being used to doctor Dalit Atrocities to feed a hate against BJP Governments in view of UP amp Punja,😑,0.0
1289,RT emceetheking smh bro I hate hoes lmao  httpstconRClwgz5G3,😑,0.0
1290,Hate what i been goin through,😑,0.0
1294,I hate when females think I like them you take that nice shit amp run with it I swear,😂 😑,4.0
1295,I hate the term temporary people people arent temporary unless you make them,😑,0.0
1296,Why We Hate Us by Dick Meyer  httpstcoy62Rx5jwUd,😑,0.0
1298,RT vooda1 Remember this when you go to the polls November GOP is about hate amp fear Hillary is about inclusiveness amp progress httpstco,😑,0.0
1299,I HATE MY KNEES BEING TOUCHED,😑,0.0
1302,I hate curfew,😑,0.0
1305,2 my damn self tf,😑,0.0
1306,If we cannot as yet love one another then in Gods name let us not hate each other too much Duterte 2016,😑,0.0
1309,                                              Malcolm X,😑,0.0
1310,hrth_hkl MissNissarumlan I HATE YOU BOTH,😭 😑,-4.0
1313,Yes both parties hate conviction and character,😑,0.0
1314,RT katiewinterss Cant wait to go back to the school I love especially since Im so over working a job I hate 5 days a week,😑,0.0
1315,notmorebullshit staglaurent they dont pay attention to those videos cause theyre too busy writing hate to Briana,😑,0.0
1316,RT kyahelaine i hate party promoters im not going to none of yall parties,😑,0.0
1317,I Hate Kids,😑,0.0
1318,GayleKing Great Book May  I please send you a copy STop hate in USA Coachlewis9331gmailcom httpstcocT7aB3YOgN,😑,0.0
1321,me httpstcowUjCRHfMW7,😑,0.0
1322,Hate Feeling Like This,😑,0.0
1323,RT ComedyPics RT if you hate when this happens httpstcoeiDfQo64UX,😑,0.0
