id	time	sentiment	tweet
2.4851456070373E+017	612668530	neutral	If you live in the South Orlando area, be on the lookout. @Wawa has its 6th site opening on October 30th near the Florida Mall!
2.63001786430923E+017	365101830	positive	Hey everyone! Who's excited for Cosplay Casino Night tomorrow?! It's in the Center for Social Justice, at our... http://t.co/pngNVxlq
2.51654816416281E+017	363139446	negative	#NEW #SHIT 10 Things to Know for Friday: The U.S. Postal Service, on the brink of default on a second... http://t.co/W3V3Pi2t #NEW #SWAG
1.96318159245017E+017	523610266	positive	Heat vs Knicks gone be the best series in the 1st round..
2.61682124522918E+017	591859634	neutral	I'm going to Halestorm at Backstage Live in San Antonio, TX - Nov 10 http://t.co/v2K4luqd
2.46705703996236E+017	156399860	neutral	Playstation Vita ordered. I should have it on Tuesday and then LBPV the Tuesday after that. :)
2.64213160515473E+017	576222964	negative	Man, I'm sorry for the death of MR.MITCH LUCKER. May he rest in PEACE.
2.34228215365906E+017	222037901	neutral	nickelodeon slimefest is on saturday 15th of September at the Hordern Pavilion near moore park feat. justice crew, stan walker and many more
2.34804357311377E+017	105983628	neutral	Jinja Safari have Hiccups, catch them live this Thursday with Opossom and White Arrows on the Blind Date Tour http://t.co/u572cXVW
2.12255275858657E+017	173635297	positive	Just met with CJ, banjo player in @MatrimonyBand! Come out to Neighborhood Theatre on June 23rd for the concert! You won't want to miss it!!
1.71255380058456E+017	389283462	neutral	Are U in NY? Do U want freedom for Khader Adnan? Are U awesome? If so, U better be at the rally in NY, Feb 20 4:30-7:30 at Israeli embassy
2.62295792990163E+017	160614463	neutral	Raleigh and Fayette Counties have been added to the Winter Storm Watch from late Sunday to late Tuesday. Higher... http://t.co/4y6vSKWX
2.63814148385808E+017	277121916	neutral	Mass tomorrow then Retreat Friday with da homie @bradychant
2.22808037637898E+017	8345852	neutral	Well, monsoon coming in from the North and the Bomb Squad down in Midtown on the 15th. Time to go.
2.64167853849211E+017	286178742	positive	Tomorrow is going to be an easy day. Just show my bib cards for Eng which will be like 25 mins since I'm LAST then get my test back in math
2.64221041428144E+017	321447685	neutral	Hey!  Lauren (clarinet!) would like you all to know about this event hosted by BRIC!  Hey everyone, so on Sunday,... http://t.co/y2Z8zNwv
2.64021043591655E+017	548550810	neutral	Now gotta wait for Friday for the Knicks first game #3seed
2.61654462303728E+017	37610602	neutral	@sglatt711 Riri is the queen of shade. Because her forehead blocks out the sun.
2.64197854841688E+017	151556858	positive	@olearychris Then he makes his first career field goal for Edmonton on November 1.  What a year.
2.63336407655911E+017	197092073	positive	"Someday I'll have a party and that party'll be named ""Angelo's 18th"" yes after 2 more years. I just turned Sixteen and I'm a college student"
1.72260611965719E+017	310888439	neutral	On Thursday over fifty countries and international organisations will come together for the London Conference on... http://t.co/9wWJT5dC
2.62678783247659E+017	12958582	positive	Damn. I would totally buy the Sun for this. @michaelroston: Future of news again: Free Hawkeye Lego with Murdoch's Sun http://t.co/6W8q4oET
2.33924667994411E+017	524017518	negative	@WSJ: The U.S. Postal Service reported a $5.2 billion quarterly loss, says it is nearly out of cash.&lt;-- Sat mail will be gone very soon...
2.57510586018042E+017	192047099	neutral	haven't watched TTOA with Eng Sub yet. gotta sleep now. gonna watch it tomorrow. (~O~)zZ Gud nite tlist.
1.92269164512166E+017	65887183	neutral	played the song 'Ain't No Need To Worry (Album Version)' by THE WINANS on @myspace http://t.co/aSSBlRbv
2.37943051551658E+017	159113544	positive	Our SE member the Alresford Community Choir to share the stage with Brit Award winning @TheBandBlake on Sep 15 @TRwinchester. How exciting!
2.63210807972741E+017	207958263	negative	Nobel Peace laureate Jose Ramos-Horta warned Monday that Syria risked becoming a new Somalia as he voiced pessim ...  http://t.co/laxozNGJ
2.59924240667648E+017	52367065	positive	"I'm excited for Riri's 7th studio album ""Unapologetic"" See the album cover: http://t.co/75sWc2pd"
2.64196290299167E+017	101918006	positive	@KwanaWrites I think that's standard now. It's actually an improvement. Before they were saying the 11th. Now the 9th.
2.52405498433896E+017	36271791	positive	Every Thursday I fall more and more in love with Maya Rudolph
2.63732590207463E+017	468684421	neutral	"Open Dialog is cosponsoring with GLOBES to present to you ""Searching for Social Justice"" next Wednesday at 6pm. http://t.co/6GGsbR7G"
2.5352769115904E+017	154622353	neutral	#WednesdayWisdom from the old @OzingaRMC Alsip Sign: Do it now, since it will be yesterday tomorrow. http://t.co/Vc9dxiwJ
2.61220940669678E+017	221477190	neutral	gunna snow. WC says Winter Storm Watch till 5pm tomorrow .. it was 80*F yesterday
2.61285124740624E+017	76443889	positive	@alfredoflores follow @amandawanxo and meet her on NOVEMBER 26. she deserves to meet you,crew &amp; justin. She'll be at the bell center at 4!.
2.61645470726775E+017	43775846	negative	extra point is no good. Its DSU 28, Morgan State 20 with 5:02 left in the 3rd quarter.
2.64153642704204E+017	918867804	neutral	I think Matty may have just implied that Max is doing a Christmas song. Or Lulu. Or Durston.
2.6296996551315E+017	131266702	positive	I have tkts to see Plan B next Feb- he has already announced his support acts- Labrinth and Rudimental!!!!this news has made me tres happy
2.6424033102805E+017	412045249	neutral	@Jadeybugg4 if you get ungrounded tomorrow go to Lauren's birthday kickback
2.49099760936559E+017	20979547	positive	Three times Grammy nominated, Brit Award nominee and Ivor Novella winner Joan Armatrading takes to the stage on Sunday! http://t.co/M2uukRLx
2.63447971448885E+017	357321526	neutral	im spending my hole friday wit bo we gone blow sme keisha nd grab a pack of blacks nd watch the battle of lebron career vs. CARMELO ANTHONY
2.1327413475765E+017	18263789	neutral	hey @CaraCarriveau I have a concert this Saturday at Bedolla Skater Boyz in Alsip, IL at 6pm. Any chance I could get you to show?
2.6422550824029E+017	46806490	neutral	Scrubbin to the max tomorrow cause I gotta work out and leave for a game.
2.53705686003888E+017	259793958	neutral	Oh, Starbucks! Please pop out anywhere in ZC. May it be in Vitali! I'll fly!
2.64059682132468E+017	220246772	negative	i keep thinking about the fact that MMG will be in lexington on saturday and i won't be there:(((((
2.62650827418784E+017	22684136	neutral	Who starts at QB on Friday? I'd play Nichols. Have said that all year. He had a big Q4 with key targets and has already played Calgary.
2.63827039407186E+017	393953025	neutral	@AshleyJudd Hi Ashley, My country,South korea like the US will be the Presidential election on December 19 ^^
2.47533926426481E+017	19123306	neutral	White Arrows play The Earl on OCTOBER 9TH with Family of the Year and The New Cassettes. DON'T MISS THIS. http://t.co/FqJzBd3U
2.62246468604277E+017	612208075	positive	"Volunteering 4 the Obama campaign this AM! But I keep waitin 4 #Olivia to come in yelling ""Super Tuesday is coming people!"" @KerryWashington"
2.61405148448948E+017	110210484	neutral	Anonymous' WikiLeaks like Project Tyler to Launch in December: A hacker, who claims to be a member of the hackin... http://t.co/Kzs7yZoX
2.64007446257865E+017	28801648	neutral	Going to 3MPH: a Woman's Walk Around the ... at Chautauqua Community House on Mon, Nov 12 http://t.co/rsOCU9z7
2.61906586769949E+017	146566504	positive	Erotic Asphyxiation, Evanescence, Strip Clubs and Kaaba have been the topics of my discussions today! Happy Friday?!
2.34784380227297E+017	271860573	positive	@sue_bryce hey sue. So excited to see you at WPPI U tomorrow. We're coming don Canada and would love to buy you a drink. @catG_photo
2.58771133543875E+017	61617150	neutral	@theprawnguy This Sunday the actual work is just east of Edmonds. But there will be a couple of delays impacting all Eastbound service^DA
1.99699072611914E+017	240529063	neutral	on my YM shit right now. just finished listening to I Am Not A Human Being. now going onto Pink Friday. after this, hello Careless World.
2.63941043425268E+017	602402520	neutral	And the Monstography bidding begins... Silent auction closes Tuesday 20th 8pm. Who will be NZ's next top Mon http://t.co/WSPVqt56
2.55665713581285E+017	36131421	neutral	Oct 9 1888 The Washington Monument officially opened to the general public. Have you been to visit?
2.40006611387679E+017	235316687	neutral	Today: Sefton v @AlderCC HOME 12noon - including President's Day; 2nd XI v @newtoncricket Away 12.45pm.  Let's hope the forecast's wrong!
2.56118974742426E+017	369340641	neutral	If I'm a CiCi's buffet, these mosquitoes are going in on me like obese Catholics on the last Friday of Lent.
1.72468232459002E+017	218406660	negative	How have I missed that today is National Margarita Day?!?!?  Kinda doesn't go with Ash Wednesday.....
2.00211372716458E+017	26859352	positive	Tonight's the decider -- will I be at the Garden friday night for Knicks/Heat game 6? Here's hoping for a miracle...
2.64188594040738E+017	441386611	negative	@Michael5SOS are you coming to nz tonight or tomorrow morning?? Waaa im so confused ):
2.46291934887416E+017	156884369	neutral	http://t.co/TtQf1MqA Price: I'd take Vitali fight: David Price says he would fight Vitali K... http://t.co/X7B85ZO7 CLICK-1st-LINK! 2WIN
2.6423642525021E+017	479927901	positive	My Miami Heat are going to Demolish the New York Knicks tomorrow. I am from New York. But sorry knicks!!
2.63189210486411E+017	261643785	neutral	Indian Ocean with @simon_reeve got 1.4m viewers on Sunday with repeated programme about Somalia. More than double much trailed show on C4.
1.72236733839196E+017	97375110	positive	@supergirlmac Sarah G. Day is now on its 4th consecutive day on the top spot. :))
2.24705328644755E+017	273220665	positive	Blessed is the heart that bends, it will never be broken--- Lucas Scott Good pre-bedtime OTH after a busy day! Can't wait for tomorrow #zzzz
2.50737198708711E+017	27607898	positive	Freestyle Wednesday - #NP Big L, Jay Z, Mos Def, Black Thought, Eminem, Yelawolf... Love it
2.61917509110882E+017	21671311	neutral	Winter Storm Watch for portions of the WDBJ7 viewing area  until 8:00pm Tuesday. http://t.co/GbHXY57g
2.64213987527377E+017	591266632	positive	About India: Auto production may end FY13 with 6% growth: CMIE - Mumbai: Automobile production, which took a... http://t.co/2zocdLkd
2.61375537417712E+017	396697268	negative	@muterundumo good argument, however ITS A GAMBLE that won't pay off, worse still I think the constitution has a deadline of Dec 4th
2.28095175015137E+017	21513468	neutral	I saw Katie Price was at the Haye / Chisora fight-now she's going to be @ the Olympic boxing training venue on Saturday - sparring!!
2.58617975966421E+017	351119865	neutral	@Baby_Boomer93 Yeah bro! Girls Gone Wild is hosting a party friday hahahah. Make sure your in shape before bootcamp, otherwise it will suck.
2.60250471053287E+017	202833471	neutral	Sony's putting out a new PS3 Firmware Update on Tuesday that FINALLY lets you see your PS Vita trophies on PS3. About ****ing time, Sony.
2.48221256766325E+017	50050797	neutral	Who wants to see Maya Rudolph sing Prince with my Thursday night
2.63929798513004E+017	29151289	positive	@badassday I love NZ was there in Feb have friends with vineyard which is useful!! In Nelson lovely part of NZ!
2.63024121061982E+017	20022864	neutral	First 24 hours in London got given a free rail card, saw 3 squirrels going to work, may have found a home &amp; there's big Alan rickman posters
2.38225963467538E+017	241264870	neutral	GM FBF, let's go ole skool today...The Winans, the choices 1) Tomorrow 2) Uphold Me or 3) Bring Back The Days, the voting begins now!
2.46363542385742E+017	31155997	neutral	@leonelwell check @mrdavidhaye timeline mate, looks like we'll find out if we found the gym. If Vitali steps up we may have to go too
2.45670284840026E+017	621161326	positive	Imaaa get it tomorrow. (;
2.64087305327894E+017	434600082	positive	Save the date: 11/14, @jmcurleybar. We've got some surprises coming your way! Info on Monday.
2.53194892338155E+017	415571318	neutral	@Radio1045 I want to see White Arrows at North Star Bar Sat + @Radio1045 Studio Session on Wed!!!
2.49248509243572E+017	55576995	neutral	Fun Friday: a long procession of elementary school children march along the Ring Road in Iqaluit at around 3:15... http://t.co/P7G5wkgl
2.3017311171736E+017	26596293	negative	@HartHanson :( For what it's worth, I thought The Finder was a funny, clever show. Sad it didn't even get a 2nd season.
2.46632625807192E+017	21272096	neutral	Anybody in the #dmv want to buy a pair of Anthony Hamilton tickets? Dm me for details. The show is tomorrow at Constitution Hall.
2.24057065746862E+017	36305145	neutral	This time NEXT SATURDAY NIGHT we will be about to kick off MEGAchurch with Stan Walker, JC Epidemic &amp; Michael Franzese! 7 sleeps!
2.62129098288153E+017	17591828	neutral	Go try and win a PS Vita at the Lollipop Chainsaw Event at Fish &amp; Co. @ Glasshouse. You may get bitten by zombies, but it's a PS Vita!
2.64227471287804E+017	168698611	negative	my sister just sat up and asked where katie was going to sleep. she is a little too old for an imaginary friend, don't ya think?
2.59591514957705E+017	364006913	negative	Going to try &amp; watch Act Of Valor for the 2nd time. The part I seen are pretty bad ass
2.62371147990045E+017	49379092	neutral	Typical Sat with the team (@ NJ National Guard Armory for Meek Mill, Machine Gun Kelly, Vado and Funkmaster Flex) http://t.co/LTgpadc9
2.5893102114218E+017	422017060	neutral	Perth listeners: Nick is giving the talk 'Food &amp; Social Justice' @Ecoxpo @ 3.30 tomorrow (Friday) #green #animalrights http://t.co/kgNJ4NSp
2.60946526371725E+017	844230990	positive	@alfredoflores follow @amandawanxo , find her on NOVEMBER 26. meet her. she'll be at the bell center by 4:00pm ITS HER DREAM 2 MEET U!!90
2.45933960461418E+017	5934312	positive	@mrjimBob @booksellercrow she's alright, she'll win the Brit Award for best female if she breaks wind between now and May.
1.72523721507078E+017	145107477	positive	The Eight Day of the week: Sarah G. Day!! Where you can party party,laugh,dance and go crazy! #SarahGLive on Sunday guys:)
2.21050208165958E+017	132371812	positive	"These lil girls singing ""Birthday Cake"" .....girl it was yo 10th birthday the other day smh lol"
2.62377648108499E+017	9571152	positive	@loserboy well shit! I hope your back for the morning show. I need you on my drive to Cupertino on Monday! Have fun!
2.64156121747558E+017	918851108	neutral	Hey everyone! If you are competing in districts at Lake Braddock on Monday you need to make sure to do the DECA test by 5pm tomorrow!!
2.64249452942983E+017	19203964	negative	I spoke too soon. Flight just cancelled. Looks like I'm stranded in Calgary. I'll try again tomorrow am! Eek, I hope I make it #IYCsask.
2.57199211479695E+017	14451152	negative	Caltrain just can't catch a break. MT @Caltrain_News About 10:30 a.m. train #425 struck a female on the train tracks south of 16th Street
2.56815607910113E+017	632326287	neutral	"JBid sounded a bit like James Murphy last night ""I was there ..."" (""when Ronald Reagan ...""/""at the 1st Can show"") http://t.co/WPDJu9gq"
2.64075826377675E+017	116065752	neutral	@KingSwaGGyy yeaa im still lookin smh...may have to go to the adidas store. The asian dudes wear em 24/7.
2.38865160704512E+017	383193884	neutral	@marionjoseph7  going sylvia park tomolols and den night market l8ter on that same day and then early bed and sunday idk aye?
2.63738118748926E+017	41699399	negative	#NBA The Brooklyn Nets opener vs. the New York Knicks is postponed. It was originally scheduled for Thursday evening.
2.6421155801453E+017	125459927	neutral	@oohheeyitsSarah Are u coming up the 17th. Davis is playing Hawaii for vball so we will see Chris Webb and Scott Wong. ur mom &amp; my mom are!
2.64173696116224E+017	480979112	neutral	@brianaauerbach me and Katie are busy after school we have to go to playtoes and stuff. But Saturday morning. Lets do it! Then beach
2.63769851007468E+017	177075395	positive	@AshaToAshes Ash Wednesday they put ash crosses on your forehead that was the joke lol
2.07184196081435E+017	270638272	neutral	How do y'all feel about moving Presidents Day to August? August lacks a three day weekend. Then make Lincoln's b-day a day off too. #boom
2.27648485925728E+017	143746259	negative	Centre suffering from 'policy paralysis', alleges Jayalalithaa: Jayalalithaa on Tuesday charged the UPA governme... http://t.co/FKTzJL5G
2.5119491105398E+017	389039929	negative	Because after a while you catch yourself eating meatballs on a Friday during Lent, and you don't care.
2.64066023932703E+017	97106600	neutral	I am going to the seminar Richie Hawtin (official page) is hosting at Concordia this Monday. First time going to... http://t.co/SXxFTpS3
2.49688948199272E+017	35241465	neutral	Bruh like was this the DJ from Club Bodi i swear i heard the same music Thursday night lol
2.00371975036735E+017	21139393	neutral	What up, we bout to touch thuus Ainsworth on 26th between 6th &amp; 7th for the Knicks/Heat game.  Who comin thru?!?!
1.96264203621892E+017	71529650	positive	Heat vs Knicks is gonna be the most exciting 1st round series
2.6398473574588E+017	426934755	neutral	a place in the sun. Presenter: orange and lemon trees too Person:that's our breakfast! What the?Who has oranges and lemons for breakfast?
2.26360012333806E+017	261634967	positive	@jascurtissmith Did you greet Josh Bradley last sunday, his bday? I hope. I love your loveteam!
2.62294699904229E+017	555411690	neutral	All tied at 14 after 1st qtr, Murray State with ball in red zone
2.32542231570051E+017	25748445	positive	"Happy Birthday Mom! The sun is shining bright today :). I miss you always. Love, Daniela ""Rella"" lol Xo http://t.co/j2IjE0B7"
2.56632683621396E+017	863418842	neutral	The Daily Zap: Catch highlights from Thursday's action in the NBA. http://t.co/iGCNt9jV
2.63737966306943E+017	62938142	positive	@Jennykeast Elimination Diet starts tomorrow don't you mean ;) #lean #vegvegveg!
2.44676899593388E+017	286137532	neutral	Klitschko still the WBC boss Vitali Klitschko retained his WBC heavyweight title on Saturday when his fight ag http://t.co/THd0oF5n
2.63099001145029E+017	22737385	positive	"Gotta love being Catholic, sitting in a Lutheran church on reformation Sunday. I guess the Catholics pushed it with the whole ""pay"" for sin"
2.64121883212009E+017	85462064	neutral	"Managed to snag a RIH test press along with the new 7"". Woop. Come see them in Margate this Sunday"
1.56200308853326E+017	167047029	neutral	Yo @CrReaM have you heard of anyone getting their Gears3 stats getting reset today? I sign onto today and now all my stats are reset.
2.64225747638567E+017	231729018	positive	Mr. Travis took the SATs in the 7th grade! #nerd #fact @BestUeverChad
2.44041212296839E+017	505855552	neutral	First Friday tonight y'all come out to Club Bodi
2.13062155036135E+017	348180433	negative	Lucas Scott, C'mon! Why'd you die your hair!?
2.61240900984902E+017	47382772	negative	Machine Gun Kelly Concert On the 30th!! Me &amp; @LSTREETZ Bout 2 shut this bitch down!
2.4820601928353E+017	2557521	positive	You may not have known Steve Sabol's name, but chances are you knew his work. Ron Jaworski and more look back: http://t.co/FHnzVtuz
2.32413063280738E+017	367653583	positive	Loads of goodies from House of Wilde, Stylestalker, Staple the Label, Fairground and Piper Lane will be available tomorrow! Stay tuned! Xx
2.64259168419066E+017	826260889	positive	@LaurenDrain I admire you with all my heart, Lauren. May the God, that watches over the rest of the world, bless you and keep you x
2.00098033189405E+017	191986046	positive	After that game, I can't wait to see what my #HEAT do to the Knicks tomorrow
2.63992195437195E+017	512296837	neutral	Which players do you think deserve to be in SAF starting XI against Arsenal on saturday's game?
2.64168503639151E+017	561596279	neutral	Watching the Eli young band on the cmas right now.. About this time tomorrow I will be watching them in person in Starkville!!!!
2.642456426443E+017	320041031	neutral	Aaah guys it's Friday already in Spain where @YenkeSeijunkawa lives... I wanna do Follow Friday now but I have to consider Hawaii's time...
2.36168035512226E+017	163000834	neutral	I'm going to North Mississippi Allstars at Neighborhood Theatre in Charlotte, NC - Sep 21 http://t.co/DfaVMy3L
2.58884695884956E+017	512540380	neutral	Off to St. John's to help coach the girls softball team! Iqaluit on Wednesday #lastweekendhome
2.35335763972194E+017	356754590	neutral	PRIMAVERA FIXTURE LIST - Milan Primavera begin their campaign on August 25th at Cesena and end it on April 27th at S... http://t.co/VPaTcHhX
2.63947263057998E+017	630916192	neutral	We have a game Friday at the Knicks then back home in Miami on Saturday against the Nuggets #TeamHeat #HeatNation
2.26345800261849E+017	384034628	neutral	Just watched the Haye - Chisora fight from Saturday night. Haye smashed it. #boxing
2.64193232026624E+017	41056402	positive	As I'm watching Candyman I realize that its it not scary at ALL! Kinda funny or it may b the liquor either way I'm laffin
2.63197833644102E+017	104470154	negative	Zaheer Khan was injured on the 1st test, day 1 of Eng's tour. Steve Finn is now injured(thigh injury) on the day 1 of 1st tour game. Hmmm.
2.45638794873815E+017	181409444	positive	James Murphy best of luck tomorrow lil man. you'll do great no doubts.
2.63304497374323E+017	20447588	negative	Im going to be the Black Dahlia tomorrow and no ones going to get it because everyone is stupid.
2.00876478861287E+017	574114513	neutral	#BusinessNews P&amp;G shifts top executives to Singapore: US consumer giant Procter and Gamble (P&amp;G) said Friday it ... http://t.co/XI1yXQwh
2.64009677212361E+017	306710080	neutral	"1 nov 12, ""...South Korea continued to have the highest average connection speed, followed by Japan and Hong... http://t.co/Um2ceSqr"
2.64221432463114E+017	58322496	positive	@USC_Zack @broncopeyton @gsf_23 lmfao when May comes around, watch Zachary cheer for the Bulls or Celtics lololol
2.33324624178467E+017	25771831	neutral	Come check out the Montanari Bros East Coast Cup October 20th in New Haven CT! I will be there! I have some... http://t.co/pnyreXYK
2.64197872071877E+017	319422496	neutral	So i found my vans beanie might take it tomorrow :p
2.6235242095956E+017	356400881	neutral	What teams do you think may get transferred/moved in the future?   I can only see the Sacramento Kings, Phoenix... http://t.co/Y7D3Qcn4
2.59736860761407E+017	509502077	neutral	Who's going to Pumpkins and Pancakes at @southcoastplaza October 28? #halloween
2.64070760107225E+017	78371334	neutral	On Tuesday, the theatres open at ten o'clock in the morning,  as Lent begins after eight at night. On Tuesday, all those who through  want
1.71555255602E+017	418036191	positive	@zachbernard I don't see C. Edwards doing anything but racing hard on Thurs in Duels on @Speed I'm sure he will be smart though!
2.58851888202645E+017	89452962	positive	"David Haye claims a fight with Vitali Klitschko ""has been agreed"", according to the Sun. Better start protecting that big toe David..."
2.60527848073359E+017	774150686	neutral	Who's into Astrology? And I mean in depth with it not just Sun sign Astrology. In other words able to do natal/birth chart readings?
2.20373711348433E+017	521770022	neutral	Who wants to take me to the Fairground's or Williamsport's fireworks tomorrow!
2.63521465834541E+017	333615495	neutral	Kang Ho Dong has come back.  On October 29, Kang appeared in the main building of SBS in order to do a shooting... http://t.co/DNotrpeH
2.61788578957378E+017	424157692	neutral	Italy: Also tonight Livorno host Cesena looking to end of run of 2 home defeats on the trot.Hellas in 2nd welcome lowly Lanciano tomorrow.
2.36937024748278E+017	16550142	neutral	6 agencies, incl. the Bomb Squad, were needed to dispose of hazardous waste at E. 10th St/Post Rd. http://t.co/TnCe4sfH http://t.co/iESfohaa
2.60603312058032E+017	858445285	negative	I may do a 30-mile bike ride for the Giants on weds cause you know Caltrain is going to suck more than the Cardinals.
2.47728701838594E+017	718594302	positive	Bel Ami you are one strange movie, but I like you and I must keep watching....I may have to read the book.
2.64047816572297E+017	566631301	neutral	Can someone give me a lift from pope pius school to hillsborough on Tuesday night at about 7:30 please! ANYONE! Money will be involved!!!
2.56279185079812E+017	635979544	neutral	NBA Video - The Daily Zap: All the action from Wednesday's six pack can be found right here in the Daily Zap. http://t.co/N1HoDRMa #NBA
2.63517564162949E+017	30179604	neutral	just deleted 100 pictures from my phone, realized I look hideous in most, diet starts tomorrow. #goodnight
2.64139734790586E+017	916036898	neutral	NBA NEWS:  The New York Knicks will take on the Miami Heat at MSG on Saturday (Australian Time) in their season... http://t.co/STbP6qTU
2.59465605378355E+017	100052390	negative	@Michelle_Foy1 @kimmikaa @pameatsbabies if you dont know hes the vocalist of the metal band Lamb Of God and is a sorta a 3rd party candidate
2.57962942878859E+017	20192390	neutral	Tomorrow, PlayStation Vita owners can download the open PlayStation All-Stars Beta. PS3 owners can download the beta on the 23rd. #gamer
2.55897144358232E+017	16953513	neutral	Want to play in the @ohiou Homecoming Weekend beer pong tourney at Jackie O's on Sunday? Reply or DM us! $16 per team!
2.27200951839232E+017	187123808	negative	C'mon... don't play with the Winans!!!
1.92143918392025E+017	25319414	neutral	Check out all of Monday's highlights in 2:19 with the Daily Zap: http://t.co/KfNhEft4
2.63379302748398E+017	32147230	neutral	I really have to find my dress for Saturday. I may have to go with Plan B dress, which is fine too.
2.64219329577513E+017	501268612	positive	TONS of hw tomorrow, lunch date with joey, back to hw, then magic mike with ash&amp;co. before bed :)
2.60223269553193E+017	22399448	neutral	"@GregABedard fans on TV before the 3rd &amp; 16 late in Q4 had the ""oh no, here we go again"" look."
2.63122113706201E+017	620452122	neutral	I think every Friday im going to tweet: yay degrassi tonight. #getusedtoit
2.64044934376591E+017	244787214	negative	Disappointed the Knicks vs Nets game got canceled tonight, but I'm even more hyped for Knicks vs Heat on Friday!
2.51014955497824E+017	59750002	negative	May Infinite Ranking King final episode with Eng Sub na. Waaa :(
2.60491649824735E+017	52439746	positive	Right guys, last competition of the night... Like this status for a chance to win a copy of Judas Priest's 30th... http://t.co/TOjgeik1
2.27901556580819E+017	167255608	neutral	@Steilo_T2G lol yea I did nigga ! &amp; I said wassup _ was tryin to see was u going up to fairground when the sun leave &amp; shit
2.11638423684002E+017	588149429	positive	Gumby may be the answer to our forward woes. The Bomb Squad never stop believing, and we never stop believing in Gumby. #releasethegumby
2.64224115882349E+017	423890448	neutral	friday- to jack in the box then party at her house. saturday- go to the park and live up the YOLO life xD. sunday- watch movies c:
2.64220417621897E+017	588587508	positive	@rachelbowerx no thank god it died down Tuesday morning, I woke up and it was gone! We just need to recover from it! Plus nj might have a
2.63043435433427E+017	256666328	neutral	On to the 3rd movie - Acts of Valor. This time we have corn dogs.
2.37887124450464E+017	92260077	neutral	5 Times Oscar winner John Williams will receive a lifetime achievement award at the Classical Brit Awards on October 2 at Royal Albert Hall
2.38433460170138E+017	552590599	positive	@Miss_Lydiard i can meet you at sylvia park tomorrow at lunch if you wanna stay over this weekend?! but i know you have vou course so lmk :)
2.2777214034525E+017	344839662	neutral	http://t.co/q1XUMFnw  London Conference on Libya took place Tuesday 29 March 2011 and was chaired by the Foreign Secretary, William Hague.
2.61346751057912E+017	15485578	negative	@Desdemonaous The sun does not rise in the same constellation as your zodiac anymore. There has been a shift. Astrology is a myth.
2.6382415492982E+017	59802847	neutral	Yo, yo, yo. Raise your hand if you're going to Mass tomorrow! #HolyDay #GettingUpAt7
2.64226947041751E+017	426880628	positive	@jaymohr37 Mr. Monday night just made my Thursday night'!! @rvd #mohrstories
2.15333833346793E+017	528478048	positive	Downloading Duels for iPad now.  Finally magic on the perfect device.  I may never play MTGO again. #dotp2013
2.34097534182764E+017	611418268	neutral	@bethinnernow I was at Ramlila Ground where Baba Ramdev is fasting at 2 PM 2nd day. In a hot and humid day all covered area was jam packed,
2.61506689935753E+017	716324106	positive	Listen in Hour 2 for an expansive interview with poet Frank X. Walker who present his works at Murray State on November 1.  #soundsgood
2.62588650859143E+017	42026170	neutral	"Yesterday I understood the true meaning of ""Pancake Day"" #february"
2.64156617807913E+017	392308562	neutral	socratic seminar tomorrow about if Catholics should vote for Obama or Rommey..I dont care about politic in my country..imagine in another...
2.33671496256606E+017	703462196	neutral	Saltalamacchia is the 4th Red Sox catcher to hit at least 16 HR in back-to-back seasons, joining Carlton Fisk, Rich Gedman and Jason Varitek
2.54331661079151E+017	494917630	positive	@Aarononio I'm still at my school, stayed in the 6th form. But I see you got into the Brits!! Congrats Iil bro I'm proud :')
2.64248801508856E+017	348305353	neutral	in study mode... cramming to the MAX for this midterm tomorrow. T-minus 15 hours til exam.
2.57252210692477E+017	308287551	negative	Price may have laid out Fraundley Harrison out pretty bad and easily, but still both Klitschko brother wipe the floor with him. #boxing
2.62781444051583E+017	144382466	positive	Can't wait until April 7 going to see RiRi in concert
2.16603159328592E+017	346283691	negative	They tried to pull a fast one and say today is Margarita Day but that is false. We may be drinking margaritas but it is not Margarita Day!
2.49820498089873E+017	148850004	neutral	@_justkel so excited about Cannibal Corpse, I've seen Devildriver twice but this'll be my 1st time for Corpse. oh and BLACK DAHLIA MURDER!
2.63493819968926E+017	386334480	neutral	@MerinoDav can you tell Evelyn's bum mass I'm not gonna be at the bus stop tomorrow?!?!?
2.4889165837935E+017	237411379	neutral	Lauryn Hill's going to be at Constitution Hall on   November 4th &gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt; I'm in there like swimwear !!!
2.52046986713387E+017	778160132	positive	Good morning Bomb Squad family! I hope you all have a lovely Saturday!
2.56748929889214E+017	22010367	negative	@topcity yep.  Once it's lost, it can never be returned.  I was in Constitution Hall last Fri.  Got chills.  So much history was almost lost
2.11688789448466E+017	277604091	neutral	@AlexisClark17 @TakersGirl1998 Im going to Hell in a Cell in ATL, The December PPV in Memphis, and Elimination Chamber in NOLA
2.6397274301021E+017	47765270	positive	Oh an I also picked my starting XI for the 1st Bangla Test on @wicricnews site. Couldnt decide between Fidi an Tino! I like Fidi tho lol!
2.64215065576751E+017	289651357	positive	Hanging with Katie &amp; making fun of OKC tropes. This is an awesome Thursday night.
2.64083007256818E+017	249457778	neutral	It feels like Friday.. I been all over Starkville today, just cruisin n shit
2.63865671996305E+017	422325181	neutral	Watching Act of Valor for about the 17th time. But who's counting
